ProjectName;Key;title_desc;Created;Priority;Storypoint;P;S;R
DOCS;DOCS-4799;system logrotate integration due known problems using logrotate server 14053 thanks changes performed server 4905 log rotation approach based logrotate standard tool included documentation following logrotate configuration extracted one comments server 14053 codebash var log mongodb mongod log daily size 1g rotate 10 missingok compress compresscmd usr bin bzip2 uncompresscmd usr bin bunzip2 compressoptions 9 compressext bz2 delaycompress notifempty create 640 mongod mongod sharedscripts postrotate bin kill sigusr1 cat var run mongodb mongod pid 2 dev null dev null 21 find var log mongodb type f size 0 regextype posix awk regex var log mongodb mongod log 0 9 4 0 9 2 0 9 2 0 9 2 0 9 2 0 9 2 execdir rm dev null 21 endscript code;2015-02-09T16:52:22.000+0000;Major - P3;1.0;1;0;4
DOCS;DOCS-4738;update steps setup mms agents configuration file use proxy server installation tutorials fix osx https mms mongodb com help classic tutorial install monitoring agent osx #optional configure agent use proxy server linux systems https mms mongodb com help classic tutorial install monitoring agent archive #optional configure agent use proxy server believe cloud https docs mms mongodb com prem https mms mongodb com help hosted current;2015-01-29T11:38:41.000+0000;Major - P3;1.0;1;0;4
DOCS;DOCS-1635;documentation doesnt cover authentication sharding setup sequence setting sharded cluster authentication add first user add shard wont able log documents state user add least one shard prior adding first user started auth keyfile mode;2013-06-24T21:46:18.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-1636;short tutorial migrating authenticated instance shard add tutorial migrating instance authentication shard update current documentation information authentication examplestand alone instance auth going become shard first shard shard needs added config servers user;2013-06-24T23:35:10.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-2393;misleading statement syncdelay effect journal files journaling syncdelay option http docs mongodb org v2 4 reference configuration options #syncdelay docs sayssyncdelay effect journal files journaling syncdelay set zero docs correctly recommend journaling slowly consumes entire disk definitely _effect_ journaling setting syncdelay nojournal option needed setting syncdelay zero journaling http docs mongodb org v2 4 core journaling docs perhaps mention oddity;2013-12-11T06:01:53.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-2543;dont echo script mongo javascript shell rehttp docs mongodb org manual tutorial write scripts mongo shell #differences interactive scripted mongowe add warning advised use things likeecho db currentop mongo runs interactive mode extra possibly bad things automated runs commands like gle ismaster replsetgetstatus etc instead suggestion use eval js file much better;2014-01-16T18:40:12.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-3631;link create role resource document add example db copydatabase h2 documentation changes required access https docs mongodb com manual reference method db copydatabase #required access section link resource document http docs mongodb org manual reference resource document section example creating role link create role http docs mongodb org manual tutorial define roles page h2 descriptionthere link resource document http docs mongodb org manual reference resource document db copydatabase http docs mongodb org manual reference method db copydatabase page also would nice provide example create role link create role http docs mongodb org manual tutorial define roles page;2014-06-20T23:14:17.000+0000;Minor - P4;0.5;0;0;7
DOCS;DOCS-3934;add documentation sh addtagrange splits chunks min performing sh addtagrange ns min max tag chunk split min already split made explicit users know full effect addtagrange command addtagrange dochttp docs mongodb org manual reference method sh addtagrange steps reproduce code mongos sh enablesharding testdb ok 1 mongos sh shardcollection testdb testcoll 1 collectionsharded testdb testcoll ok 1 mongos sh status sharding status sharding version _id 1 version 4 mincompatibleversion 4 currentversion 5 clusterid objectid 53f67f7cd68704c62f3f8b31 shards _id shard01 host shard01 macbook air local27018 macbook air local27019 macbook air local27020 _id shard02 host shard02 macbook air local27021 macbook air local27022 macbook air local27023 _id shard03 host shard03 macbook air local27024 macbook air local27025 macbook air local27026 databases _id admin partitioned false primary config _id testdb partitioned true primary shard01 testdb testcollshard key 1 chunksshard011 minkey 1 maxkey 1 shard01 timestamp 1 0 _id grades partitioned false primary shard02 mongos sh addtagrange testdb testcoll 3 5 asdf mongos sh status sharding status sharding version _id 1 version 4 mincompatibleversion 4 currentversion 5 clusterid objectid 53f67f7cd68704c62f3f8b31 shards _id shard01 host shard01 macbook air local27018 macbook air local27019 macbook air local27020 _id shard02 host shard02 macbook air local27021 macbook air local27022 macbook air local27023 _id shard03 host shard03 macbook air local27024 macbook air local27025 macbook air local27026 databases _id admin partitioned false primary config _id testdb partitioned true primary shard01 testdb testcollshard key 1 chunksshard012 minkey 1 3 shard01 timestamp 1 1 3 maxkey 1 shard01 timestamp 1 2 tag asdf 3 5 _id grades partitioned false primary shard02 mongos code;2014-08-22T12:14:11.000+0000;Minor - P4;0.25;0;0;7
DOCS;DOCS-4145;add matrix tables visually map user roles privileges hi possible add table matrix es docs page mms user roles https mms mongodb com help hosted current reference user roles capture information google spreadsheet https docs google com 10gen com spreadsheet ccckey0atw7771x6fx_dfvhnvbsvlf3yu9lbwrkzkjnv3pnzhcuspsharing#gid1 similar visual representation provided customer facing would help customers understand roles require specific privileges thankseoin;2014-10-08T13:33:04.000+0000;Major - P3;1.0;1;0;4
DOCS;DOCS-4164;cursor keep alive sharded queries cursor active mongos query reads subset shards cursor time query read one used shard members feature request cursor keepalive sharded queries tracked server 6036 important warn users fact avoid wrong expensive application design mistakes;2014-10-10T13:53:32.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-4302;inclusion array slice may specified exclusion fields following url explain may use projection fields limit output structure document http docs mongodb org manual tutorial project fields query results one may use slice limit array elements possible select parts array also remove fields db insert _id1 namemongouser age100 messagetry new mongodb version 2 6 v 1 2 3 4 5 6 try db find name1 age1 message0 vs db find name0 age0 v slice 3 3 please modify +you cannot combine inclusion exclusion semantics single projection _exception_ _id field +;2014-11-07T21:15:10.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-4457;document view replsetmaintenance state per discussion server 16349 command cumulative internal counter available rs status command 2 8 sure older versions noformat _id 1 name ad mac local27018 health 1 state 3 statestr recovering uptime 68 optime 1417219124 1 optimedate isodate 2014 11 28t235844z maintenancemode 2 configversion 2 self true noformat;2014-12-02T00:41:20.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-4489;need clarification read memory statistics unix top command source http docs mongodb org manual faq diagnostics #how read memory statistics unix top command quote read memory statistics unix top commandbecause mongod uses memory mapped files memory statistics top require interpretation special way large database vsize virtual bytes tends size entire database mongod doesnt processes running rsize resident bytes total memory machine counts file system cache contents quote description rsize completely accurate _can_ total memory size machine less small fraction various conditions met e g workload read vs write readahead settings etc however accurate state counts file system cache contents cases data ram accounted mongod process due memory mapping remapping behavior kernel;2014-12-09T10:02:08.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-4511;types levels locks description inconsistency inconsistency way describe locks returned currentop example according http docs mongodb org manual reference method db currentop #currentop locks specifies database level lock code locks connectors_celery w code according http docs mongodb org manual reference method db currentop #currentop lockstats capital w means global level lock raised customer asking updateandmodify know take global lock updateandmodify documentation wrong;2014-12-12T21:02:02.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-4549;size limits database names terms bytes characters http docs mongodb org manual reference limits stateslength database names database names cannot empty must fewer 64 characters however limit appears based number bytes name shell reject shorter names use multibyte unicode characters example use switched db use 2014 12 17t140619 955 0500 query error valid database name mongo getdb src mongo shell mongo js4112 shellhelper use src mongo shell utils js53724 shellhelper src mongo shell utils js52436 shellhelp2 11 src mongo shell mongo js41;2014-12-17T18:54:01.000+0000;Minor - P4;0.25;0;0;7
DOCS;DOCS-4575;warn leaving immortal cursors open causing movechunk failures server 14047 describes movechunk fail presence open immortal cursors mongodb documentation warn;2014-12-22T13:36:21.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-4578;impact behaviour index rebuilding v2 6 replica set docs reference http docs mongodb org manual core index creation #index creation backgroundplease amend doc add clarity index build behaviour particular following statementsa foreground index build default complete replica set primary itll replicate secondaries foreground build task replication worker take global db lock queue reads writes dbs server background index build complete replica set primary itll replicate secondaries background build task replication worker take global db lock secondary reads affected;2014-12-23T05:35:29.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-4624;config server hardware considerations h5 documentation changesexplain best config server performance achieved placed dedicated servers enough ram hold data files fully memory _dedicated_ storage likely belongs production notes h5 descriptionconfig servers central point metadata storage retrieval sharded clusters performance cluster e g system operations user queries might negatively affected config servers able provide timely responses first mongos services frequently query config servers retrieve sharded collection metadata changes config servers queried order starting first one configdb string first one doesnt respond within fixed time interval 30 seconds think second one queried etc thus three config servers data available ram fast responses config databases rarely reach gbs config server shares ram memory greedy processes e g active shard node config data might still paged internally part many metadata change operations e g splits mongos executes fsync call three config servers confirm functional since fsync call instructs server flush data disk waits flush complete latency fully depend disk io backs config server dbpath config servers sharing disk services io might starved best config server performance achieved placed dedicated servers enough ram hold data files fully memory _dedicated_ storage;2015-01-08T04:19:00.000+0000;Major - P3;0.5;1;0;4
DOCS;DOCS-4654;explicitly note mongod process restarted modifying configuration parameter command line option several tutorials step restart mongod process without specific parameter many dont mention parameters enabled disabled changed modifying configuration file command line parameter example process restarted without directoryperdb smallfiles different user could cause several issues links change size oplog http docs mongodb org manual tutorial change oplog size #restart secondary standalone mode different port build indexes replica sets http docs mongodb org manual tutorial build indexes replica sets #stop one secondary enable authentication creating user administrator http docs mongodb org manual tutorial enable authentication without bypass #start mongodb instance without authentication convert standalone replica set http docs mongodb org manual tutorial convert standalone replica set reconfigure replica set unavailable members http docs mongodb org manual tutorial reconfigure replica set unavailable members #reconfigure turning replication perform maintenance replica set members http docs mongodb org manual tutorial perform maintence replica set members #restart secondary standalone different port moreone possible way show deploy replica set http docs mongodb org manual tutorial deploy replica set #start member replica set appropriate options;2015-01-13T16:17:47.000+0000;Minor - P4;1.0;0;0;7
DOCS;DOCS-4669;comment manual tutorial manage mongodb processes txt h5 documentation changeswe state mongodb always looks cdatadb default may incorrect mongodb installed another drive letter h5 descriptionon windows mongodb stores data cdatadbfalse caseit seems mongodb expects datadb exist unit installed mongodb lives zdevmongodb26 created zdatadb could start properly;2015-01-14T22:45:14.000+0000;Minor - P4;1.0;0;0;7
DOCS;DOCS-4683;minimum example use x 509 certificates authenticate clients use clusterauthmode using x 509 cluster authentication tricky prerequisite using client authentication seems like examples using x 509 client authentication include clusterauthmode parameter placing unnecessary orthogonal burden user trying follow example;2015-01-16T18:29:42.000+0000;Major - P3;1.0;1;0;4
DOCS;DOCS-4713;add quit mms high level item right many places sprinkled tidbits stop shut automation agents backup monitoring mms high level item added page https docs mms mongodb com user guide says basically quit mms tells customer items one placeit would need include stopping terminating backup stopping monitoring agent shutting unmanaging deployment stopping killing automation agent removing users groupthen include link support tell request us finish closing;2015-01-21T16:56:27.000+0000;Major - P3;0.5;1;0;4
DOCS;DOCS-4231;document necessary permissions saslauthd socket path need mention saslauthd socket directory default var run saslauthd must accessible mongod process specific run mongod process mongod user work noformat ec2 user lin server ls l var run grep sasldrwxr xr x 2 root root 4096 oct 22 1700 saslauthd noformat _will not_ sasl auth attempts fail noformat ec2 user lin server sudo chmod 700 var run saslauthd ec2 user lin server ls l var run grep sasldrwx 2 root root 4096 oct 22 1700 saslauthd noformat probably go note step 2 configure mongodb server http docs mongodb org manual tutorial configure ldap sasl openldap #configure mongodb server;2014-10-23T17:30:08.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-5715;explain db collection dropindex method locks users mention locking users;2015-06-24T13:02:29.000+0000;Minor - P4;0.3;0;0;7
DOCS;DOCS-5727;mongodb provide local redundant writes questions mongodb provide local redundant writes host level high availabilityand best practice guide prep hw running mongo clusters thanks;2015-06-26T01:22:09.000+0000;Minor - P4;0.25;0;0;7
DOCS;DOCS-5736;comment manual tutorial write tumblelog application flask mongoengine txt hey step define schema set classes post comment theres error comment class come post class mongoengine cant find returns following error mongoengine errors notregistered comment registered document registry importing document class automatically registers importedif youre going keep structure define define post comment make sure pass name string e comment hosted hackathon weekend using tutorial lots beginners stuck bug;2015-06-28T17:29:01.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6121;comment manual reference method db runcommand txt definitely requires least two examples;2015-08-30T12:20:59.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6123;comment mms tutorial configure backup high availability txt starting pre flight checkssuccessfully finished pre flight checksmigrate mms data running migrations ok start mms server instance 0 starting ok opt mongodb mms bin mongodb backup http line 82 mongodb mms command foundstart backup http server instance 0 starting failed check opt mongodb mms logs backup http server0 log errors;2015-08-31T11:57:51.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6134;comment manual tutorial transparent huge pages txt write file turn nerd unfriendly ridiculous please add minimal db tuning console even command line;2015-09-03T03:50:09.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6200;comment manual administration production checklist txt premise premises;2015-09-15T00:32:10.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6201;comment manual reference method cursor batchsize txt usually people want know driver come concept make good strategy achieve better performance;2015-09-15T02:52:47.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6208;comment manual reference operator update pull txt _id 1 results item score 5 item b score 8 comment strongly agree _id 2 results item c score 8 comment strongly agree item b score 4 following operation remove results array elements contain score field equal 8 item field equal bdb survey update pull results score 8 item b multi true pull operator remove result score8 itemb pull array documents requires fields match;2015-09-15T18:07:02.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6246;comment manual core replica set priority 0 member txt server 14403 write concern majority means majority voting replica set members audit docs fix examples imply otherwise since pre 3 0 members used wc majority calculation;2015-09-21T15:13:49.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6250;change path mongodb fetch comment mms reference configuration txt mongodb release autodownload section path listed mongodb fetch utility incorrect correct path would opt mongodb mms backup daemon bin also noted backup daemon expects tgz files extracted believe inconsistent automation obvious easy get wrong mongodb fetch would right thing cases useful since server internet access mongodb fetch work e g files would manually copied server via means;2015-09-21T23:02:24.000+0000;Major - P3;0.3;1;0;4
DOCS;DOCS-6258;comment manual reference glossary txt link snappy compression documentation broken;2015-09-23T15:59:08.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6267;comment manual tutorial create auto incrementing field txt hi example never works directly node js unless specify sort field details using 1 0 counters findandmodify _id eq virtualcurrency _id 1 inc seq 1 new true function err result regards;2015-09-24T18:28:15.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6269;comment manual core replica set architecture geographically distributed txt page repeatedly states priority 0 set nodes data center 2 3 etc fails explain important please clarify;2015-09-24T19:54:45.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6281;comment manual applications drivers txt client libraries;2015-09-27T02:24:38.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6289;comment manual core write operations txt looking internals mongodb mongo understands insert command ds uses etc;2015-09-28T19:13:35.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6290;comment manual core index single txt one example keys strings example code keys javascript keys;2015-09-29T00:49:05.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6101;comment manual tutorial enable authentication without bypass txt authenticate user metheuser x 509 certs using java interface show authenticate name database password vague refer uses mongo credential mongoclienturi vague reference new mongoclienturi mongodb localhost ssltrue mongoclientoptions builder sslenabled true build information please provide information use methods;2015-08-26T17:24:20.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6308;comment manual tutorial configure linux iptables firewall txt wrong tcp ports listed examples section title provide access monitoring systems goes ports section 27017 27018 27019 refers 28017 28018 28019;2015-10-01T16:27:57.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6333;comment manual tutorial measure index use txt nothing turkish language;2015-10-07T11:53:58.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6334;add examples comparing ids gt lt functions would nice examples comparing ids gt lt functions;2015-10-07T13:01:09.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6339;comment manual reference configuration options txt doc explains log level represents0 mongodbs default log verbosity level include informational messages 1 5 increases verbosity level include debug messages differences logging levels provides higher verbosity clear statements;2015-10-07T20:29:27.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6340;global system alerts option ops manager administrators docs say administratorshttps docs opsmanager mongodb com current tutorial manage global alerts #select alert recipients delivery methodshttps docs opsmanager mongodb com current core system alerts #select alert recipients delivery methodsbut ui actually ops manager administrators much better description imo;2015-10-08T02:55:40.000+0000;Trivial - P5;1.0;0;0;7
DOCS;DOCS-6349;comment manual tutorial configure ssl txt really provide comprehensive tutorial implementing ssl 3 x wt migrating pre 3 0 db wiredtiger spent literally days task closer dbas programmers arent security experts dont possess prior knowledge tls ssl good news crash mongo 3 x installation demand trying restore back wt wt ssl install;2015-10-09T16:36:55.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6362;comment manual reference write concern txt documentation says nothing change write concern mentions w option changed mongod conf;2015-10-13T02:13:06.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6363;provide unit measure radius circle center please mention units used radius circle kilometres radians;2015-10-13T11:29:59.000+0000;Minor - P4;0.1;0;0;7
DOCS;DOCS-6379;fix link readpreferences readpref method information set readpreferences mongo shell points wrong document cursor readpref point herehttp docs mongodb org manual reference method mongo setreadpref;2015-10-15T10:13:53.000+0000;Minor - P4;0.1;0;0;7
DOCS;DOCS-6382;comment manual reference gridfs txt implement chunks files methods;2015-10-15T19:24:13.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6383;comment manual tutorial query documents txt hi following query documents example better understand mongo food snack examples query documents consistent manufacturing examples insert documents modify documents unless missed example upload dataset thanks;2015-10-15T19:57:44.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6391;privileges pages missing replsetgetconfig action documentation http docs mongodb org manual reference privilege actions missing replsetgetconfig action assigned user view replica set configuration;2015-10-16T20:34:05.000+0000;Major - P3;0.5;1;0;4
DOCS;DOCS-6423;explain disk space usage recovery possibly correct behaviour seems database grows continuously way recover space take line database 3gb used space 29gb disk space used absolutely obvious reason might case nothing web hints going stack overflow page 2011 basically admits hopeleess makes mongo completely useless almost application;2015-10-21T10:09:32.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6429;add note reconfigure driver connect replica set conversion standalone note immediately application needs updated connect converted replica set least php;2015-10-21T20:51:07.000+0000;Minor - P4;0.2;0;0;7
DOCS;DOCS-6453;comment manual reference operator query regex txt please give example option understand option work;2015-10-26T02:46:46.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6099;comment manual reference object id txt terrible example output format output parameter constructor also oid str oid tostring dont look different functions appear return results stupid fix bad actually spend time file ticket shame shame shame bell rings get reference suppose youre terrible;2015-08-26T12:29:04.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6095;comment manual reference method uuid txt say uuid hex uuid string table name parameter hex type string;2015-08-26T01:59:04.000+0000;Major - P3;0.25;1;0;4
DOCS;DOCS-6094;comment manual reference command authenticate txt actual documentation parameters used example db auth command already documentation page;2015-08-26T00:37:14.000+0000;Major - P3;0.5;1;0;4
DOCS;DOCS-5747;comment manual reference command addshard txt add example use name parameter create shard custom name;2015-06-30T02:39:01.000+0000;Major - P3;0.25;1;0;4
