ProjectName;Key;title_desc;Created;Priority;Storypoint;P;S;R
WT;WT-5874;disable test_wt2323_join_visiblity disable test wt 5657 resolved;2020-03-17T23:12:53.000+0000;Major - P3;0.0;1;0;4
WT;WT-5846;analyse rollback_fuzzer_clean_shutdowns suite failure failure js_testrollback_test a3bf 1583993057251 0 2020 03 12t060459 097+0000 error assert failed collection counts match search rollbackfuzzertest counts match collection logs js_testrollback_test a3bf 1583993057251 0 2020 03 12t060459 098+0000 doassert src mongo shell assert js2014 js_testrollback_test a3bf 1583993057251 0 2020 03 12t060459 098+0000 assert src mongo shell assert js1519;2020-03-13T05:37:28.000+0000;Major - P3;0.0;1;0;4
WT;WT-4665;create update documentation gui performance profiler create update documentation gui performance profiler multi threading support;2019-03-26T02:51:44.000+0000;Major - P3;0.0;1;0;4
WT;WT-4663;create update documentation flame graph representations documentation https github com wiredtiger wiredtiger wiki flamegraphs;2019-03-26T02:51:04.000+0000;Major - P3;0.0;1;0;4
WT;WT-4661;create update documentation perf tool documentationhttps github com wiredtiger wiredtiger wiki using linux perf wiredtiger;2019-03-26T02:50:18.000+0000;Major - P3;0.0;1;0;4
WT;WT-4637;slow read performance update workload lsm tree wiredtiger user reported quote name antonis papaioannou im phd candidate computer science department university crete greece try demostrate strenghts weaknessess lsm vs btree using wiredtiger similar work 1 use wiredtiger 3 1 1 wtperf tool simulate workloads processes came strange behaviour using wiredtiger lsm tree implementation specifically wiredtiger lsm exhibits comparable read performance beginning exhibits low performance db size increases many update opearations strange based monitoring data seems evident bottleneck e g cpu subsystem details populate db 250 million records resulting 40gb data disk run read workload multiple times system achieves throughput 21000 ops sec next run update workload order increase disk footprint db resulting 102 gb data run read workload time system achieves 500 ops sec seems theres stress system resources e g cpu attach 2 pdf files containing graphs representative runs experiment pdf presents benchmark results th put latency cpu monitoring io monitoring well wiredtiger reported metrics parse wiredtigerstat file interesting bad runs lsm performs many lsm tree maintenance operations think cannot blame maintenance operations seems operations dont stress cpu io subsystem also attach wtperf configuration files would helpful us could provide feedback regarding methodology evaluation results quote behavior sound unexpected investigate;2019-03-14T00:57:22.000+0000;Minor - P4;0.0;0;0;7
WT;WT-4258;relax commit timestamp check prepared transactions prepared transaction committed ok commit timestamp older either stable oldest timestamp need relax checking https github com wiredtiger wiredtiger blob develop src txn txn c#l731 __wt_txn_commit prepared transactions commit timestamp greater prepare timestamp transactions prepared checking relaxed means wiredtiger could created checkpoint without content prepared transaction visible point time checkpoint mongodb user prepare timestamps manage problem replaying prepared transaction replication recovery;2018-08-21T05:40:51.000+0000;Major - P3;0.0;1;0;4
WT;WT-4829;file names generated incorrectly operation tracking scripts conversion python3 html file names generated incorrectly byte encoding used opposed strings links broken;2019-05-28T22:50:44.000+0000;Major - P3;0.0;1;0;4
WT;WT-4848;fix perf regression calculating differences automated testing identified two performance tests regressions calculating differences large document overwrites two sources slowdown calculation differences adds cpu load reads many diffs slower reads complete documents attempt address regressions without losing benefits cache pressure calculating differences;2019-06-06T06:47:02.000+0000;Major - P3;0.0;1;0;4
WT;WT-4849;heap use free detected block write checkpoint right merging wt 4494 stress sanitizer job started failon ppc machine detecting asanheap use free error checkpoint triggered block write http build wiredtiger com8080 job wiredtiger test format stress sanitizer ppc 7707 console noformat + 1 10 + eval nice 1 c test format config stress++ nice 1 c test format config stress9931error addresssanitizer heap use free address 0x0af00081ac6a pc 0x000010934214 bp 0x3fffc8c16760 sp 0x3fffc8c16780write size 1 0x0af00081ac6a thread t0 #0 0x10934210 __wt_vpack_uint home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src include intpack i2126 #1 0x10932198 __block_write_off home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src block block_write c3053 #2 0x10931450 __wt_block_write_off home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src block block_write c4208 #3 0x109d80e0 __wt_block_extlist_write home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src block block_ext c13122 #4 0x109bb854 __ckpt_update home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src block block_ckpt c7512 #5 0x109ba3f4 __ckpt_process home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src block block_ckpt c67710 #6 0x109b8ba8 __wt_block_checkpoint home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src block block_ckpt c2678 #7 0x1091c004 __bm_checkpoint home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src block block_mgr c6710 #8 0x10565bcc __wt_bt_write home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src btree bt_io c3842 #9 0x103253e4 __rec_write_wrapup home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src reconcile rec_write c24344 #10 0x1031cb80 __wt_reconcile home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src reconcile rec_write c17925 #11 0x10328a80 __rec_root_write home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src reconcile rec_write c50110 #12 0x1031ea74 __wt_reconcile home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src reconcile rec_write c2503 #13 0x10328a80 __rec_root_write home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src reconcile rec_write c50110 #14 0x1031ea74 __wt_reconcile home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src reconcile rec_write c2503 #15 0x10236444 __wt_evict_file home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src evict evict_file c764 #16 0x1046cd34 __checkpoint_tree home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src txn txn_ckpt c16793 #17 0x1046e184 __wt_checkpoint_close home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src txn txn_ckpt c19319 #18 0x101d5850 __wt_conn_dhandle_close home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src conn conn_dhandle c3365 #19 0x103e2788 __wt_session_release_dhandle home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src session session_dhandle c2909 #20 0x1037a874 __wt_exclusive_handle_operation home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src schema schema_worker c362 #21 0x1037ad20 __wt_schema_worker home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src schema schema_worker c754 #22 0x1037b7b8 __wt_schema_worker home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src schema schema_worker c1135 #23 0x103a0dec __session_rebalance home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix src session session_api c9132 #24 0x101737cc wts_rebalance home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix test format test format rebalance c582 #25 0x1017754c main home jenkins jenkins workspace wiredtiger test format stress sanitizer ppc build_posix test format test format c2603 #26 0x3fff9b96457c generic_start_main isra 0 lib64 power8 libc 6+0x2457c noformat configuration noformat ############################################# run parameters############################################abort0alter0auto_throttle1backups0bitcnt1bloom1bloom_bit_count37bloom_hash_count24bloom_oldest0cache380cache_minimum20checkpointsoncheckpoint_log_size146checkpoint_wait96checksumuncompressedchunk_size9compaction0compressionsnappydata_extend0data_sourcetabledelete_pct44dictionary0direct_io0encryptionrotn 7evict_max5file_typevariable length column storefirstfit0huffman_key0huffman_value0independent_thread_rng1in_memory0insert_pct2internal_key_truncation1internal_page_max9isolationread committedkey_gap0key_max78key_min20leaf_page_max13leak_memory0logging1logging_archive0logging_compressionnonelogging_file_max231653logging_prealloc1long_running_txn0lsm_worker_threads4memory_page_max10merge_max6mmap1modify_pct16ops0prefix_compression1prefix_compression_min5prepare0quiet1read_pct6rebalance1repeat_data_pct71reverse0rows1000000runs1salvage1split_pct87statistics0statistics_server0threads19timer4timing_stress_aggressive_sweep0timing_stress_checkpoint0timing_stress_lookaside_sweep0timing_stress_split_10timing_stress_split_20timing_stress_split_30timing_stress_split_41timing_stress_split_50timing_stress_split_60timing_stress_split_70timing_stress_split_80transaction_timestamps0transaction frequency47truncate1value_max1783value_min16verify1wiredtiger_configwrite_pct32############################################ noformat;2019-06-07T06:44:42.000+0000;Minor - P4;0.0;0;0;7
WT;WT-4804;add support ignore_prepareforce wt 4580 introduced change updates ignore_preparetrue return error break mongodb places currently perform writes ignoring prepared updates make wt 4580 work mongodb first add support ignore_prepareforce ignores prepared transactions also allow writes implemented identify places mongodb ignore_prepareforce required merge wt 4580 master;2019-05-20T04:35:23.000+0000;Major - P3;0.0;1;0;4
WT;WT-4795;possible memory leak follow ticket https jira mongodb org browse wt 4770i made necessary changes allow wt ingest data configuration string use open database codejava create log enabledtrue file_max512mb cache_size1024mb code store data keys matter since keys smaller 1mb whole transaction doesnt exceed 10mb think mind fact time random keys store 3 tuples two permutations instance given tuple subject predicate object store prefix 1 store predicate object subject prefix 2 last prefix 3 store object subject predicate data storing following given document filename store filename text document permutations remove punctuation document split space given words word words store filename word word similar inverted index original document loading data inside wiredtiger even _i reset session transaction_ leads memory leak find data http hyper dev log gz program show behavior following codejava import base64import wiredtigerconfig create log enabledtrue file_max512mb cache_size1024mbwt wiredtiger wiredtiger_open wt config session wt open_session session create tabletest key_formatu value_formatu cursor session open_cursor tabletest index 0with open log f session begin_transaction line f line # begin transactionn session commit_transaction session reset # xxx try release memory index + 1 print transaction index session begin_transaction line line strip encode ascii key base64 b64decode line cursor set_key key cursor set_value bx01 cursor insert session commit_transaction code extracted use case project named hoply use 3 tables instead one table several prefixes using three tables leak much obvious guide setup hoply want let know something wrong;2019-05-15T11:53:22.000+0000;Major - P3;0.0;1;0;4
WT;WT-5522;remove update free logic hs_insert_updates luke pearson demonstrated case fails search free updates update chain inserting updates history store wt 5503 currently dosuppose three full updates chainf3 f2 f1after first reconciliationdisk image f3 f2 f1 inserted history store update three timesf6 f5 f4then insert f3 f4 f5 history store reconciliation failwe end withf6 f5 update chain f3 disk image f5 f4 f3 f2 f1 history store search f4 get f3 thus conclusion cant free anything inserting things history store thus optimisation think free updates early possible problematic achieve vamsi krishna;2020-02-04T05:49:13.000+0000;Major - P3;1.0;1;0;4
WT;WT-5520;memory leak txn read __wt_txn_read codec stop txnid wt_txn_max stop timestamp wt_ts_max __wt_txn_visible session stop txnid stop timestamp wt_ret __upd_alloc_tombstone session updp stop txnid stop timestamp return 0 code flag allocated tombstone wt_update_restored_from_disk freed;2020-02-04T01:13:07.000+0000;Major - P3;1.0;1;0;4
WT;WT-5576;temporarily add lookaside score stat cache_overflow config option work replacement lookaside score wt 5499 unblock us compiling patch durable history mongodb add lookaside score statistic always set zero also add cache_overflow config option back synonym history_store setting maximum size history store file also needed mongodb compile till make server change switch using history_store eventually removed develop server change switches new statistic configuration;2020-02-12T23:21:18.000+0000;Major - P3;1.0;1;0;4
WT;WT-5575;fix test_durable_ts01 test expect older data recovery test_durable_ts01 wrongly modified expect newer value recovery newer value must aborted durable timestamp greater stable timestamp due lack durable timestamp cell rollback stable able revert disk modification taken care prepare support project time test skipped;2020-02-12T22:24:57.000+0000;Major - P3;1.0;1;0;4
WT;WT-5569;update wiredtiger source code include 2020 copyright notices durable history update wiredtiger source code include 2020 copyright notices new modified files part durable history branch;2020-02-12T01:05:36.000+0000;Minor - P4;1.0;0;0;7
WT;WT-5567;fix assert txn_read always true codec wt_assert session upd null upd type wt_update_birthmark upd type wt_update_tombstone code always true txn_read causing complier complain within file included src include wt_internal h4240 test utility test_util h28 bench wtperf wtperf h32 bench wtperf misc c29 src include txn function __wt_txn_read src include txn i8895 warning mutually exclusive equal tests always 0 wt_assert changed wt_assert session upd null upd type wt_update_birthmark upd type wt_update_tombstone;2020-02-12T00:25:24.000+0000;Major - P3;1.0;1;0;4
WT;WT-5563;transactions id getting wiped causes errors wt verify wt 5369 wipes transactions id start causes verification data continuity fail fix going stop checking data store check inside history store transactions;2020-02-11T05:38:12.000+0000;Major - P3;1.0;1;0;4
WT;WT-5558;use durable timestamp update instead start update selected reconciliation use update durable timestamp instead start timestamp selected update durable timestamp need worry page cell data never update page durable timestamp selected durable timestamp less page;2020-02-10T05:39:04.000+0000;Major - P3;1.0;1;0;4
WT;WT-5557;fix wrong page type returned checking page cell checking whether page leaf page based page cell addr wrong comparing wrong enum noformat is_leafp null is_leafp unpack type wt_addr_int noformat noformat is_leafp null is_leafp unpack type wt_cell_addr_int noformat;2020-02-10T05:26:11.000+0000;Major - P3;1.0;1;0;4
WT;WT-5513;dont consider tombstone stop time pair history store reads history store kv pair contains either tombstone update list stop time pair disk value used represent history store records visible normal search operations shouldnt consider tombstone stop time pair history store search;2020-02-03T03:20:38.000+0000;Major - P3;1.0;1;0;4
WT;WT-5453;fix cell packing globally visible values wt 5308 accidentally changed behaviour cell packing globally visible values;2020-01-17T08:18:18.000+0000;Major - P3;1.0;1;0;4
WT;WT-5460;buffer alignment failure captured linux directio test linux directio test failing evergreen build variants ubuntu 18 04 rhel 8 0 following error noformat 2020 01 20 094440 064 process 22274 running 2020 01 20 094440 064 157947388064180 222740x7fc9a1ffb700 __posix_file_read 413 pfh direct_io s2c session buffer_alignment 0 uintptr_t buf uintptr_t s2c session buffer_alignment 1 len s2c session buffer_alignment len s2c session buffer_alignment 0 2020 01 20 094440 064 157947388064211 222740x7fc9a1ffb700 __wt_abort 28 aborting wiredtiger library 2020 01 20 094440 092 aborted noformat failure happens fairly frequently easy reproduce evergreen running patch builds able reproduce error dev machine two hours runs however looks like error started changes made wt 5255;2020-01-20T04:12:38.000+0000;Major - P3;1.0;1;0;4
WT;WT-5482;increment cache usage appending disk value update list select tombstone reconciliation append update update list representing disk value since memory update list needs taken account part cache usage calculation suffering ill effects noticed scanning reconciliation code;2020-01-27T10:24:13.000+0000;Major - P3;1.0;1;0;4
WT;WT-5468;improve documentation wt load little unclear documentation table truncated load;2020-01-22T19:55:56.000+0000;Major - P3;1.0;1;0;4
WT;WT-5585;remove lookaside score stat cache_overflow config option wt 5576 added lookaside score statistic cache_overflow config option make server change mongodb switch away using stat config remove develop ticket filed track removal;2020-02-13T02:33:21.000+0000;Major - P3;1.0;1;0;4
WT;WT-5698;disabling bulk cursor changes broke jenkins compile luke pearson changes wt 5540 appear compilation errors configurations see errors http build wiredtiger com8080 job wiredtiger 7543 consoletheyre form many sampling noformat src btree bt_cursor c function __btcur_update src include misc h16940 error state flags may used uninitialized function werrormaybe uninitialized #define fld_mask field mask field mask src btree bt_cursor c120022 note state flags declared wt_curfile_state state src btree bt_cursor c4719 error state recno may used uninitialized function werrormaybe uninitialized cursor recno state recno noformat;2020-02-27T18:02:08.000+0000;Major - P3;1.0;1;0;4
WT;WT-5693;enable test_wt4105_large_doc_small_upd test temprorily disabled inwt 5579because modify operation test takes around 15 seconds ticket used enable test test_wt4105_large_doc_small_upd increase alarm timeout 15 seconds;2020-02-27T04:43:32.000+0000;Major - P3;1.0;1;0;4
WT;WT-5702;disable test_txn21 py temporarily pr testing taking multiple hours complete today always unit test bucket07 culprit test_txn21 py either hanging going extremely slow pr waits one bucket complete usually killed timeout;2020-02-27T22:01:35.000+0000;Major - P3;1.0;1;0;4
WT;WT-5707;reduce test load checkpoint stress test h2 checkpoint stress test failed ubuntu 18 04 https evergreen mongodb com task wiredtiger_ubuntu1804_checkpoint_stress_test_a7771cf9d05f16b8dca500db28e9964a868c4ce2_20_02_26_22_50_05 0 host ec2 35 175 204 152 compute 1 amazonaws com https evergreen mongodb com host 0487cae4811e1dd29 project wiredtiger develop https evergreen mongodb com waterfall wiredtiger commit diff https github com wiredtiger wiredtiger commit a7771cf9d05f16b8dca500db28e9964a868c4ce2 wt 5605 updating test checkpoint longer use checkpoint cursors improve usage timestamps #5302 26 feb 20 2250 utcevergreen subscription evergreen event task logs https evergreen mongodb com task_log_raw wiredtiger_ubuntu1804_checkpoint_stress_test_a7771cf9d05f16b8dca500db28e9964a868c4ce2_20_02_26_22_50_05 0typet;2020-02-28T03:22:19.000+0000;Major - P3;1.0;1;0;4
WT;WT-5712;ensure wt command line utility treats history store consistently wiredtiger history store new system level table command line utility metadata apis treate table consistently currently disabled python test case related test_util11 py;2020-03-01T22:10:33.000+0000;Major - P3;1.0;1;0;4
