ProjectName;Key;title_desc;Type;Created;LastUpdatedStatus;LastUpdatedStatusDate;Priority;Storypoint;NumWatchers;NumComments;NumIssueLinks;NumAffectedVersions;NumFixVersions;NumChangeHistory;P;S;R
DOCS;DOCS-12653;backport docs 7404 v4 0 h2 descriptionh2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Backport Sub-Task;2019-04-26T03:15:14.000+0000;Closed;2019-04-26T03:53:22.000+0000;Major - P3;0.1;1;1;0;0;0;5;1;0;4
DOCS;DOCS-12666;correct automation versions source settings ops manager config file docs h2 descriptionwrong docs added https github com 10gen mms docs pull 2183 files#diff 3618ddfef21d8106da031f9ebb231f96r1703automation versions source one three valuesinternet ops manager agents internet accesshybrid ops manager internet access agents notlocal ops manager agents internet access ops manager admin must upload version manifest mongodb binaries ops manager host described configure deployment limited internet access h2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Bug;2019-04-30T16:16:32.000+0000;Closed;2019-05-04T21:05:41.000+0000;Major - P3;0.1;1;3;0;0;0;10;1;0;4
DOCS;DOCS-12679;backport docs 12152 add v4 1 h2 descriptionh2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Backport Sub-Task;2019-05-04T18:30:04.000+0000;Closed;2019-05-04T19:36:55.000+0000;Major - P3;0.1;1;1;0;0;0;5;1;0;4
DOCS;DOCS-12680;backport docs 12152 add v4 0 h2 descriptionh2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Backport Sub-Task;2019-05-04T18:30:36.000+0000;Closed;2019-05-04T19:36:59.000+0000;Major - P3;0.1;1;1;0;0;0;4;1;0;4
DOCS;DOCS-12697;improve description views h2 descriptionvia docs feedback quote views page goes cant views start views useful fo quote crib db createview https docs mongodb com manual reference method db createview #db createview h2 scope changes update views https docs mongodb com manual core views landing page better description views uses backport 3 4h2;Improvement;2019-05-13T16:28:12.000+0000;Closed;2019-05-15T14:56:30.000+0000;Major - P3;0.1;1;1;0;0;0;8;1;0;4
DOCS;DOCS-12646;backport docsp 10065 v4 1 h2 descriptionh2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Backport Sub-Task;2019-04-23T19:35:36.000+0000;Closed;2019-04-26T03:09:03.000+0000;Major - P3;0.1;1;1;0;0;0;4;1;0;4
DOCS;DOCS-12708;restore destination host h2 description https docs mongodb com v3 6 tutorial restore sharded cluster #b prepare target host restoration link saysensure target host source host mongodb server version assuming typo keyword missing confirm right showing line versions documentation h2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Typo;2019-05-17T16:58:05.000+0000;Closed;2019-05-17T17:35:15.000+0000;Major - P3;0.1;1;6;0;0;0;4;1;0;4
DOCS;DOCS-12556;deprecation status gridfs options contenttype aliases h2 descriptionsee https mongo db slack com archives c0kt5mwsh p1553100673685800 https mongo db slack com archives c0kt5mwsh p1553100695686400 driver perspective contenttype alias fields deprecated since 2015 favor metadata field gridfs spec https github com mongodb specifications blob master source gridfs gridfs spec rst#file upload fields mentioned deprecated docs gridfs https docs mongodb com manual core gridfs index html another mechanism using contenttype aliases deprecated fields like shell mongofiles change documentation mark fields deprecatedthanks danh2 scope changes mark contenttype aliases deprecated advise users use metadata storing information mark md5 deprecated advise users create file digest hash add metadata h2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Feedback;2019-03-20T17:19:41.000+0000;Closed;2019-03-27T19:41:03.000+0000;Major - P3;0.1;3;5;0;0;0;5;1;0;4
DOCS;DOCS-12511;update windows installation kb admonition h2 descriptionthe current text states linked kb required windows 2012 server windows 10 windows 10 includes c runtime default think exception users still using early technical preview windows 10 prior july 2015 release update text state universal crt required windows 7 windows server 2012 r2 backport 4 2 3 6 h2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Task;2019-02-25T14:31:47.000+0000;Open;2019-02-25T14:32:00.000+0000;Minor - P4;0.1;1;0;0;0;0;3;0;0;7
DOCS;DOCS-12342;ops manager mongod binary deletion referenced h2 descriptionfor ops manager versions still use deployment version manager previous mongod version binaries remain host systems download path upgrading versions mentioned documentation must uncheck old versions version manager older binaries removed system automation agent note problematic older version still running systems details version manager found herehttps docs opsmanager mongodb com current tutorial configure available mongodb version #version managerin ops manager 4 1 forward manual version manager removed step necessary h2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Improvement;2019-01-08T17:57:27.000+0000;Closed;2019-01-09T18:04:13.000+0000;Minor - P4;0.5;2;3;0;0;0;10;0;0;7
DOCS;DOCS-12359;typos gcp region names slugs atlas free shared limitations doc h2 descriptionon atlas m0 free tier m2 m5 limitations page https docs atlas mongodb com reference free shared limitations google region names slugs slightly wrong iowa us central 1 iowa us central1 belgium europe west 1 belgium europe west1 h2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Typo;2019-01-14T22:53:49.000+0000;Closed;2019-01-15T17:12:52.000+0000;Trivial - P5;0.1;2;4;0;0;0;7;0;0;7
DOCS;DOCS-12374;users must set ipv6 address net bindip want bind ipv6 address h2 summarysetting net ipv6 directs mongod mongos generally support ipv6 addressing resolving dns hostnames ipv6 outgoing connections remove ipv6 hosts e g replica set members however mongod mongos auto bind local ipv6 addresses interfaces users want mongod mongos listen ipv6 interface must set net ipv6 true set least _one_ valid ipv6 address net bindip set net bindipall true one caveat user wants mongod mongos listen link local address fe80 10 specifying address must append followed network adapter name associated address fe80a0027fffee01fcfenp0s3 h2 original descriptionaccording changes going docsp jonathan balsano indicated user sets net ipv6 https docs mongodb com manual reference configuration options #net ipv6 mongodb deployment also need set net bindip https docs mongodb com manual reference configuration options #net bindip presumably net bindipall https docs mongodb com manual reference configuration options #net bindipall please add condition net ipv6 https docs mongodb com manual reference configuration options #net ipv6 h2 scope changesupdate documentation net bindip basic instructions setting ipv6 addressing relationship net ipv6 update documentation net ipv6 explicitly state automatically direct mongod mongos accept incoming connections via ipv6 addresses h2;Bug;2019-01-16T21:30:52.000+0000;Closed;2019-02-07T16:56:12.000+0000;Major - P3;0.25;3;10;0;0;0;15;1;0;4
DOCS;DOCS-12375;document 4 2 index drop longer kill query using index h2 descriptionin versions mongodb prior 4 2 dropping index particular collection would cause active queries collection killed see server 3964 work done query teams cursors globally managed project improved behavior dropping index kills concurrent queries whose plan actually relies index may wish document improvement possibly part 4 2 release notes ive left additional details server 3964 feel free reach directly questions require additional information h2 scope changes update dropindexes https docs mongodb com manual reference command dropindexes shell helper new behavior update release note new behaviorh2;Task;2019-01-17T15:03:38.000+0000;Closed;2019-03-01T14:49:16.000+0000;Major - P3;0.25;2;5;1;0;0;8;1;0;4
DOCS;DOCS-12392;backport docs 9325 v4 0 h2 descriptionh2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Backport Sub-Task;2019-01-24T05:45:38.000+0000;Closed;2019-01-25T18:28:31.000+0000;Major - P3;0.1;1;0;0;1;0;5;1;0;4
DOCS;DOCS-12393;backport docs 9325 v3 6 h2 descriptionh2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Backport Sub-Task;2019-01-24T05:45:51.000+0000;Closed;2019-01-25T17:56:15.000+0000;Major - P3;0.1;1;1;0;1;0;5;1;0;4
DOCS;DOCS-12543;operator accepts one expression h2 description mongodb documentation https docs mongodb com manual reference operator query https docs mongodb com manual reference operator query #op _s_and performs logical operation array of_two more_expressionshowever able run mongo query one expression example studio 3t rundb getcollection mycollection find memid07e3c5560dc125689eb75bfd120ceb91 typo documentation incorrect implementation mongodbh2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Typo;2019-03-12T20:05:01.000+0000;Closed;2019-03-27T19:45:44.000+0000;Major - P3;0.1;3;6;0;1;0;5;1;0;4
DOCS;DOCS-12394;backport docs 9325 v3 4 h2 descriptionh2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Backport Sub-Task;2019-01-24T05:46:03.000+0000;Closed;2019-01-25T17:56:10.000+0000;Major - P3;0.1;1;1;0;1;0;4;1;0;4
DOCS;DOCS-12413;om om 4 0 docs ops manager overview page references server pools h2 description1 om 4 0 docs ops manager overview https docs opsmanager mongodb com current application #server pool page references server pools correctly mentioned deprecated provision servers server pool https docs opsmanager mongodb com current tutorial server pool #provision via server pool page section https docs opsmanager mongodb com current application #server pool removed 2 provision servers server pool https docs opsmanager mongodb com current tutorial server pool #provision via server pool page saysif would like use server pools please refer technical support options mongodb documentationas server pools cannot implemented 4 0 think removed h2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Bug;2019-01-30T23:01:22.000+0000;Closed;2019-02-06T18:18:25.000+0000;Minor - P4;0.1;2;5;0;0;0;8;0;0;7
DOCS;DOCS-12441;enablefreemonitoringtag option renamed freemonitoringtag h2 descriptionfor enablefreemonitoringtag https docs mongodb com manual reference program mongod #cmdoption mongod enablefreemonitoringtag replace freemonitoringtag per code https github com mongodb mongo blob master src mongo db free_mon free_mon_options idl#l50 cloud monitoring free tag https docs mongodb com manual reference configuration options #cloud monitoring free tag replace cloud monitoring free tags per code https github com mongodb mongo blob master src mongo db free_mon free_mon_options idl#l48 short form option freemonitoringtag yaml name cloud monitoring free tags h2 scope changes validate new syntax settings document publish master 4 2 4 0h2 impact docs jonathan destefano sure cloud docs make reference free monitoring stuff might something look forh2;Bug;2019-02-08T20:46:04.000+0000;Closed;2019-02-08T21:47:58.000+0000;Critical - P2;0.1;2;3;1;0;0;11;2;0;1
DOCS;DOCS-12474;update moveprimary dropdatabase warnings also include shard nodes h2 description moveprimary https docs mongodb com manual reference command moveprimary index html#considerations dropdatabase https docs mongodb com manual reference command dropdatabase #replica set sharded clusters inserts remote shard also affected issues moveprimary dropdatabase note flushrouter command also need sent secondaries well h2 scope changes investigate behavior mentioned update documentation 4 2 onlyh2;Bug;2019-02-14T18:30:10.000+0000;Closed;2020-01-12T19:09:24.000+0000;Major - P3;0.25;3;9;0;0;0;17;1;0;4
DOCS;DOCS-12474;update moveprimary dropdatabase warnings also include shard nodes h2 description moveprimary https docs mongodb com manual reference command moveprimary index html#considerations dropdatabase https docs mongodb com manual reference command dropdatabase #replica set sharded clusters inserts remote shard also affected issues moveprimary dropdatabase note flushrouter command also need sent secondaries well h2 scope changes investigate behavior mentioned update documentation 4 2 onlyh2;Bug;2019-02-14T18:30:10.000+0000;Closed;2019-08-06T13:57:27.000+0000;Major - P3;0.25;3;9;0;0;0;17;1;0;4
DOCS;DOCS-12488;bulleted numbers wrong list h2 descriptionwhen pointing customer https docs opsmanager mongodb com current tutorial unmanage deployment #procedure noticed procedure bullets items 1 2 3 6 7 instead 1 2 3 4 5 fix customers dont think missing steps 4 5h2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Task;2019-02-18T17:59:41.000+0000;Closed;2019-02-20T19:59:50.000+0000;Major - P3;0.1;1;1;0;0;0;7;1;0;4
DOCS;DOCS-12498;ops manager 4 0 corrections bi connector manage terminate h2 descriptionthe members tab removed om 4 0 instructions unclearhttps docs opsmanager mongodb com current tutorial manage bi connector example terminate bic believe steps read1 select deployment processes tab2 click link replica set cluster name bi connector3 see tab show bi connector manage options right4 select terminate deploy change h2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Improvement;2019-02-21T00:37:02.000+0000;Closed;2019-02-22T17:06:37.000+0000;Major - P3;0.2;2;2;1;0;0;11;1;0;4
DOCS;DOCS-12395;backport docs 12367 v4 0 h2 descriptionh2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Backport Sub-Task;2019-01-24T05:54:52.000+0000;Closed;2019-01-25T18:38:13.000+0000;Major - P3;0.1;1;1;0;0;0;5;1;0;4
DOCS;DOCS-12806;transactionlifetimelimitseconds recognized mongos contrary documentation h2 descriptionon server parameter page https docs mongodb com manual reference parameters #param transactionlifetimelimitseconds notice parameters documented available mongod transactionlifetimelimitseconds annotation however passing 4 1 mongos apparently fails code speed usr local versions 4 1 mongos logpath mnt zram mongodb 4 1 scm mongos mongos_27570 log port 27570 configdb configrepl localhost27576 setparameter ttlmonitorenabledfalse setparameter transactionlifetimelimitseconds15 setparameter enabletestcommands1 setparameter diagnosticdatacollectionenabledfalse filepermissions 0666 forkbadvalue illegal setparameter parameter transactionlifetimelimitsecondstry usr local versions 4 1 mongos help information code h2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Bug;2019-06-14T23:13:29.000+0000;Closed;2019-08-06T13:57:35.000+0000;Minor - P4;0.1;1;1;0;0;0;10;0;0;7
DOCS;DOCS-12813;extra line break needs removed update secondaries using initial sync h2 description https docs mongodb com manual tutorial restore replica set backup #update secondaries using initial sync unnecessary line break first step makes look broken confusingscr pngh2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Bug;2019-06-19T05:00:51.000+0000;Closed;2019-06-20T17:25:45.000+0000;Trivial - P5;0.1;1;3;0;0;0;6;0;0;7
DOCS;DOCS-12816;wildcard index release notes touch h2 descriptionhttps docs mongodb com master release notes 4 2 #wildcard indexes missing info wildcard index code blocks metadata fields supported queries well link wildcard landing page h2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Improvement;2019-06-20T14:47:36.000+0000;Closed;2019-06-20T19:31:36.000+0000;Major - P3;0.1;2;2;0;0;0;8;1;0;4
DOCS;DOCS-13361;show third party license public docs realm sdks h2 descriptionfor mongodb realm sdks studio include third party library eula https github com realm realm core blob core 6 1 src external intelrdfpmathlib20u2 eula txt states need mention license docs currently done like mongodb https docs opsmanager mongodb com current reference third party licenses h2 scope changesadd reference third party licenses page mongodb realm h2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Task;2020-01-23T09:18:19.000+0000;In Progress;2020-08-20T16:41:25.000+0000;Critical - P2;1.0;1;2;0;0;0;20;2;0;1
DOCS;DOCS-13420;investigate changes server 37726 make dropindexes abort progress index builds h2 description paneltitledownstream change summary titlebgcolor#239eb0 bgcolor#c2d2c2 dropindexes command used abort progress index builds built background abort builder level granularity user must specify indexes built single index builder abort successfully command still retains previous behaviour returning backgroundoperationinprogressfornamespace trying drop ready index index builds still progress panel h2 description linked ticket dropindexes abort progress index builds done server 37763 makes possible abort index build server 37727 enhance dropindexes receive array indexes arguments task abort progress index builds user specifies indexes single builder building together createindexes command start multiple indexes building together one builder currently granularity abort none indexes builder lastly dropindexes write dropindexes oplog entry aborting progress builds aborting index produce abortindexbuilds oplog entry suffices allows rollback via refetch know index fully built prior dropindexes oplog entry h2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Task;2020-02-18T06:07:41.000+0000;Closed;2020-03-09T20:08:21.000+0000;Major - P3;1.0;3;3;1;0;1;13;1;0;4
DOCS;DOCS-13456;typo hashed sharding page h2 descriptionhttps docs mongodb com manual core hashed sharding hashed sharding uses hashed index partition data across shared cluster h2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Task;2020-02-26T19:09:12.000+0000;Open;2020-02-26T20:23:33.000+0000;Major - P3;1.0;1;0;0;0;0;3;1;0;4
DOCS;DOCS-13461;compass compass require password kerberos authenticated connection doc says required h2 descriptionwebsite https docs mongodb com compass current connect fill individual fields tab kerberos tabpassword field blank connecting compass kerberos authentication fix compass 1 16 per https support mongodb com case 00525365 help 8235 https mongodb lightning force com lightning r a6h2k000000kezjqae view compass 3196so customers provide password perhaps 5 sfsc cases help ticket post compass version 1 16 x later best provide password docs say select kerberos deployment uses kerberos authentication mechanism selected must provide principal password service name authenticate user mention change compass release notes would help reduce sfsc compass tickets website text updated h2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Bug;2020-02-26T23:49:51.000+0000;Closed;2020-03-02T20:36:26.000+0000;Major - P3;1.0;1;3;0;0;0;11;1;0;4
DOCS;DOCS-13361;show third party license public docs realm sdks h2 descriptionfor mongodb realm sdks studio include third party library eula https github com realm realm core blob core 6 1 src external intelrdfpmathlib20u2 eula txt states need mention license docs currently done like mongodb https docs opsmanager mongodb com current reference third party licenses h2 scope changesadd reference third party licenses page mongodb realm h2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Task;2020-01-23T09:18:19.000+0000;In Progress;2020-08-21T16:46:02.000+0000;Critical - P2;1.0;1;2;0;0;0;20;2;0;1
DOCS;DOCS-13475;add ruby 2 12 1 fle supporting release h2 descriptionwe soon releasing ruby driver 2 12 1 fle support please add table https docs mongodb com manual core security client side encryption #field level encryption drivers h2 scope changesh2 impact docsh2 mvp work date h2 resources scope design docs invision etc;Improvement;2020-02-28T21:10:00.000+0000;Closed;2020-06-29T16:55:22.000+0000;Minor - P4;1.0;1;5;1;0;0;19;0;0;7
